Type of Permit,New Units Permitted,Net Units Permitted,Type of Dwelling Unit,Issued Date,Year Issued,Year Finaled,Urban Village Name,Urban Village Type,Neighborhood,Council District,Longitude,Latitude,GEOID20,Type of Dwelling Unit per Code
Construction Permit,1,1,DADU,5/21/2019 8:00,2019,2020,Outside Villages,Outside Villages,Northwest,5,-122.3317112,47.71475801,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,2/23/2020 8:00,2020,2021,Outside Villages,Outside Villages,Northwest,5,-122.3598644,47.71486548,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,7/8/2019 8:00,2019,2020,Outside Villages,Outside Villages,North,5,-122.2889211,47.7145518,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,6/6/2022 8:00,2022,2022,Outside Villages,Outside Villages,Southwest,1,-122.3838842,47.510947,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,12/23/2024 8:00,2024,2025,Outside Villages,Outside Villages,Southwest,1,-122.3853132,47.51088326,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,9/23/2021 8:00,2021,2022,Outside Villages,Outside Villages,Southwest,1,-122.3824928,47.51072794,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,5/11/2023 8:00,2023,2024,Outside Villages,Outside Villages,North,5,-122.3162334,47.69458208,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,12/23/2024 8:00,2024,2025,Outside Villages,Outside Villages,North,5,-122.3164061,47.69733331,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,ADU,8/30/2023 8:00,2023,2024,Outside Villages,Outside Villages,North,5,-122.3164321,47.69785922,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,3/30/2024 8:00,2024,2025,Outside Villages,Outside Villages,East,3,-122.2817209,47.62820074,5.30E+14,Detached Single-Family
Construction Permit,8,8,MF,12/31/2019 8:00,2019,2021,South Park,Residential Urban Village,Greater Duwamish,1,-122.3191368,47.52632849,5.30E+14,Townhouse
Construction Permit,1,1,ADU,11/20/2019 8:00,2019,2021,Outside Villages,Outside Villages,Northeast,3,-122.3182292,47.64709241,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,4/10/2024 8:00,2024,2025,Aurora-Licton Springs,Residential Urban Village,Northwest,5,-122.3405098,47.70821632,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,4/10/2024 8:00,2024,2025,Aurora-Licton Springs,Residential Urban Village,Northwest,5,-122.3405098,47.70821632,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,ADU,1/12/2024 8:00,2024,2024,Outside Villages,Outside Villages,Southeast,2,-122.2515268,47.50397266,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,6,6,MIXED,1/27/2020 8:00,2020,2022,Pioneer Square,Urban Center Village,Downtown,1,-122.3312086,47.60139445,5.30E+14,Apartment
Construction Permit,74,74,MIXED,1/27/2020 8:00,2020,2022,Pioneer Square,Urban Center Village,Downtown,1,-122.3312086,47.60139445,5.30E+14,Small Efficiency Dwelling
Construction Permit,1,1,SF,8/9/2023 8:00,2023,2024,Outside Villages,Outside Villages,Northwest,5,-122.3586119,47.70240874,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,8/9/2023 8:00,2023,2024,Outside Villages,Outside Villages,Northwest,5,-122.3586119,47.70240874,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,8/9/2023 8:00,2023,2024,Outside Villages,Outside Villages,Northwest,5,-122.3586119,47.70240874,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,10/9/2020 8:00,2020,2021,Outside Villages,Outside Villages,Northwest,5,-122.3587631,47.71436763,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,12/15/2020 8:00,2020,2022,Outside Villages,Outside Villages,North,5,-122.3040218,47.70803489,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,3/20/2024 8:00,2024,2026,Northgate,Urban Center,North,5,-122.3164663,47.7079666,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,3/20/2024 8:00,2024,2026,Northgate,Urban Center,North,5,-122.3164663,47.7079666,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,ADU,4/10/2023 8:00,2023,2024,Outside Villages,Outside Villages,North,5,-122.289712,47.71598795,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,6/8/2020 8:00,2020,2021,Outside Villages,Outside Villages,Northwest,5,-122.3211401,47.71637253,5.30E+14,Detached Single-Family
Construction Permit,1,1,DADU,7/24/2019 8:00,2019,2023,Outside Villages,Outside Villages,Northwest,5,-122.3680184,47.71644708,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,7/24/2019 8:00,2019,2023,Outside Villages,Outside Villages,Northwest,5,-122.3680184,47.71644708,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,7/21/2019 8:00,2019,2023,Outside Villages,Outside Villages,Northwest,5,-122.3680184,47.71644708,5.30E+14,Detached Single-Family
Construction Permit,3,3,MF,4/9/2018 8:00,2018,2019,Outside Villages,Outside Villages,Magnolia/Queen Anne,7,-122.3471308,47.62997003,5.30E+14,Townhouse
Construction Permit,1,1,SF,8/18/2022 8:00,2022,2024,Outside Villages,Outside Villages,North,5,-122.3132773,47.69743773,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,6/6/2024 8:00,2024,2025,Outside Villages,Outside Villages,East,3,-122.281735,47.62836828,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,ADU,11/9/2022 8:00,2022,2024,Outside Villages,Outside Villages,North,5,-122.3163185,47.70017798,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,11/9/2022 8:00,2022,2024,Outside Villages,Outside Villages,North,5,-122.3163185,47.70017798,5.30E+14,Detached Single-Family
Construction Permit,1,1,DADU,9/1/2023 8:00,2023,2024,Outside Villages,Outside Villages,Ballard,5,-122.3668616,47.70383607,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,ADU,6/5/2019 8:00,2019,2020,Outside Villages,Outside Villages,North,5,-122.320767,47.70368958,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,2,2,MIXED,9/3/2018 8:00,2018,2020,Outside Villages,Outside Villages,Northwest,5,-122.355791,47.70421448,5.30E+14,Apartment
Construction Permit,1,1,DADU,5/6/2021 8:00,2021,2023,Outside Villages,Outside Villages,East,3,-122.2865311,47.62838617,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,1/26/2022 8:00,2022,2023,Outside Villages,Outside Villages,Ballard,5,-122.3722304,47.70428233,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,ADU,7/1/2019 8:00,2019,2019,Outside Villages,Outside Villages,Northwest,5,-122.3360187,47.70413403,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,11/9/2022 8:00,2022,2024,Outside Villages,Outside Villages,North,5,-122.3163269,47.70002251,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,ADU,1/31/2024 8:00,2024,2025,Northgate,Urban Center,Northwest,5,-122.3353108,47.70443738,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,1/31/2024 8:00,2024,2025,Northgate,Urban Center,Northwest,5,-122.3353108,47.70443738,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,1/30/2024 8:00,2024,2025,Northgate,Urban Center,Northwest,5,-122.3350644,47.7044358,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,1/30/2024 8:00,2024,2025,Northgate,Urban Center,Northwest,5,-122.3350644,47.7044358,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,1/31/2024 8:00,2024,2025,Northgate,Urban Center,Northwest,5,-122.3355406,47.70443185,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,1/31/2024 8:00,2024,2025,Northgate,Urban Center,Northwest,5,-122.3355406,47.70443185,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,2,2,MF,4/27/2021 8:00,2021,2022,Roosevelt,Residential Urban Village,Northeast,4,-122.3159593,47.68097073,5.30E+14,Rowhouse
Construction Permit,1,1,SF,5/13/2021 8:00,2021,2024,Outside Villages,Outside Villages,North,5,-122.2943884,47.70415822,5.30E+14,Detached Single-Family
Construction Permit,1,1,DADU,12/12/2024 8:00,2024,2025,Outside Villages,Outside Villages,Northeast,5,-122.2862109,47.70426503,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,9/13/2022 8:00,2022,2023,Northgate,Urban Center,Northwest,5,-122.3349748,47.70454337,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,9/13/2022 8:00,2022,2023,Northgate,Urban Center,Northwest,5,-122.3349748,47.70454337,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,8/23/2021 8:00,2021,2023,Outside Villages,Outside Villages,Ballard,5,-122.3747832,47.70472674,5.30E+14,Detached Single-Family
Construction Permit,1,1,DADU,8/23/2021 8:00,2021,2023,Outside Villages,Outside Villages,Ballard,5,-122.3747832,47.70472674,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,9/13/2022 8:00,2022,2023,Northgate,Urban Center,Northwest,5,-122.3351301,47.70454233,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,9/13/2022 8:00,2022,2023,Northgate,Urban Center,Northwest,5,-122.3351301,47.70454233,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,4/2/2019 8:00,2019,2020,Outside Villages,Outside Villages,North,5,-122.294375,47.70434996,5.30E+14,Detached Single-Family
Construction Permit,2,2,MF,9/14/2022 8:00,2022,2023,Northgate,Urban Center,Northwest,5,-122.3353217,47.70454179,5.30E+14,Townhouse
Construction Permit,1,1,ADU,9/14/2022 8:00,2022,2023,Northgate,Urban Center,Northwest,5,-122.3353217,47.70454179,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,2,2,MF,9/14/2022 8:00,2022,2023,Northgate,Urban Center,Northwest,5,-122.3349179,47.70465398,5.30E+14,Townhouse
Construction Permit,1,1,ADU,9/14/2022 8:00,2022,2023,Northgate,Urban Center,Northwest,5,-122.3349179,47.70465398,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,2,2,ADU,1/18/2022 8:00,2022,2023,Outside Villages,Outside Villages,North,5,-122.3163619,47.70106164,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,ADU,9/18/2020 8:00,2020,2021,Outside Villages,Outside Villages,North,5,-122.3160946,47.69566091,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,3/14/2023 8:00,2023,2024,Outside Villages,Outside Villages,North,5,-122.316167,47.7001801,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,3/14/2023 8:00,2023,2024,Outside Villages,Outside Villages,North,5,-122.316167,47.7001801,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,9/13/2022 8:00,2022,2023,Northgate,Urban Center,Northwest,5,-122.335166,47.70466224,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,9/13/2022 8:00,2022,2023,Northgate,Urban Center,Northwest,5,-122.335166,47.70466224,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,9/13/2022 8:00,2022,2023,Northgate,Urban Center,Northwest,5,-122.335331,47.7046622,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,9/13/2022 8:00,2022,2023,Northgate,Urban Center,Northwest,5,-122.335331,47.7046622,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,4/5/2023 8:00,2023,2023,Northgate,Urban Center,Northwest,5,-122.3354709,47.70478175,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,4/5/2023 8:00,2023,2023,Northgate,Urban Center,Northwest,5,-122.3354709,47.70478175,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,7/6/2020 8:00,2020,2021,Outside Villages,Outside Villages,North,5,-122.3160282,47.70236551,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,5/11/2020 8:00,2020,2021,Outside Villages,Outside Villages,North,5,-122.3160894,47.70056413,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,ADU,4/28/2014 8:00,2014,2014,Outside Villages,Outside Villages,Southeast,2,-122.2386653,47.51003715,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,3/15/2023 8:00,2023,2024,Outside Villages,Outside Villages,North,5,-122.3161488,47.7000273,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,8,8,MF,5/22/2020 8:00,2020,2021,South Park,Residential Urban Village,Greater Duwamish,1,-122.3186626,47.52614688,5.30E+14,Apartment
Construction Permit,1,1,DADU,2/23/2021 8:00,2021,2022,South Park,Residential Urban Village,Greater Duwamish,1,-122.3186433,47.52711369,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,11/19/2021 8:00,2021,2022,Outside Villages,Outside Villages,North,5,-122.3160143,47.70105473,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,11/19/2021 8:00,2021,2022,Outside Villages,Outside Villages,North,5,-122.3160143,47.70105473,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,11/19/2021 8:00,2021,2022,Outside Villages,Outside Villages,North,5,-122.3160143,47.70105473,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,5/17/2022 8:00,2022,2023,South Park,Residential Urban Village,Greater Duwamish,1,-122.3184939,47.52585806,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,3/16/2022 8:00,2022,2025,South Park,Residential Urban Village,Greater Duwamish,1,-122.3185917,47.52239732,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,5/17/2022 8:00,2022,2023,South Park,Residential Urban Village,Greater Duwamish,1,-122.3184908,47.52579428,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,2/7/2024 8:00,2024,2025,South Park,Residential Urban Village,Greater Duwamish,1,-122.3185156,47.52717612,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,2/7/2024 8:00,2024,2025,South Park,Residential Urban Village,Greater Duwamish,1,-122.3185156,47.52717612,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,ADU,2/7/2024 8:00,2024,2025,South Park,Residential Urban Village,Greater Duwamish,1,-122.3185115,47.52701469,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,2/7/2024 8:00,2024,2025,South Park,Residential Urban Village,Greater Duwamish,1,-122.3185115,47.52701469,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,9/16/2021 8:00,2021,2022,Outside Villages,Outside Villages,North,5,-122.3158967,47.70106864,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,9/16/2021 8:00,2021,2022,Outside Villages,Outside Villages,North,5,-122.3158967,47.70106864,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,9/16/2021 8:00,2021,2022,Outside Villages,Outside Villages,North,5,-122.3158967,47.70106864,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,ADU,8/8/2023 8:00,2023,2024,Outside Villages,Outside Villages,North,5,-122.3099703,47.70429464,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,3/17/2022 8:00,2022,2023,Outside Villages,Outside Villages,North,5,-122.3173523,47.70462469,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,7/13/2021 8:00,2021,2022,Outside Villages,Outside Villages,Southwest,1,-122.3846543,47.50940089,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,7/13/2021 8:00,2021,2022,Outside Villages,Outside Villages,Southwest,1,-122.3846543,47.50940089,5.30E+14,Detached Single-Family
Construction Permit,1,1,DADU,5/17/2022 8:00,2022,2023,South Park,Residential Urban Village,Greater Duwamish,1,-122.3183957,47.52594661,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,12/13/2019 8:00,2019,2021,Outside Villages,Outside Villages,Ballard,5,-122.3648487,47.70399396,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,12/13/2019 8:00,2019,2021,Outside Villages,Outside Villages,Ballard,5,-122.3647768,47.70390453,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,12/13/2019 8:00,2019,2021,Outside Villages,Outside Villages,Ballard,5,-122.364658,47.70396373,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,12/13/2019 8:00,2019,2021,Outside Villages,Outside Villages,Ballard,5,-122.3646817,47.7040748,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,12/13/2019 8:00,2019,2021,,,,,,,,Detached Single-Family
Construction Permit,5,5,MF,9/8/2020 8:00,2020,2022,Outside Villages,Outside Villages,Ballard,5,-122.3658955,47.70475078,5.30E+14,Rowhouse
Construction Permit,1,1,DADU,8/17/2023 8:00,2023,2024,Outside Villages,Outside Villages,Southeast,2,-122.2620139,47.50744752,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,8,8,MF,7/6/2020 8:00,2020,2022,Outside Villages,Outside Villages,Ballard,5,-122.3650792,47.70451139,5.30E+14,Rowhouse
Construction Permit,8,8,MIXED,7/31/2020 8:00,2020,2022,Outside Villages,Outside Villages,Ballard,5,-122.3652399,47.7045823,5.30E+14,Rowhouse
Construction Permit,1,1,SF,2/7/2024 8:00,2024,2025,South Park,Residential Urban Village,Greater Duwamish,1,-122.3183949,47.52701389,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,2/7/2024 8:00,2024,2025,South Park,Residential Urban Village,Greater Duwamish,1,-122.3183949,47.52701389,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,ADU,2/7/2024 8:00,2024,2025,South Park,Residential Urban Village,Greater Duwamish,1,-122.3183808,47.52716349,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,2/7/2024 8:00,2024,2025,South Park,Residential Urban Village,Greater Duwamish,1,-122.3183808,47.52716349,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,12/31/2020 8:00,2020,2021,South Park,Residential Urban Village,Greater Duwamish,1,-122.3184001,47.52628623,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,DADU,6/4/2018 8:00,2018,2018,Outside Villages,Outside Villages,Southwest,1,-122.3812007,47.50923222,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,3/20/2023 8:00,2023,2024,Outside Villages,Outside Villages,Southwest,1,-122.3883017,47.508872,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,DADU,5/17/2022 8:00,2022,2023,South Park,Residential Urban Village,Greater Duwamish,1,-122.3183998,47.52585583,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,5/17/2022 8:00,2022,2023,South Park,Residential Urban Village,Greater Duwamish,1,-122.3184007,47.52579357,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,6/30/2020 8:00,2020,2022,Outside Villages,Outside Villages,Ballard,5,-122.3652866,47.70442334,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,6/30/2020 8:00,2020,2022,Outside Villages,Outside Villages,Ballard,5,-122.3653896,47.70451374,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,6/30/2020 8:00,2020,2022,Outside Villages,Outside Villages,Ballard,5,-122.3654404,47.7045796,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,1/8/2020 8:00,2020,2020,Outside Villages,Outside Villages,Southwest,1,-122.3766829,47.50870411,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,6/30/2020 8:00,2020,2022,Outside Villages,Outside Villages,Ballard,5,-122.3655092,47.70465787,5.30E+14,Detached Single-Family
Construction Permit,4,4,MF,10/18/2019 8:00,2019,2021,South Park,Residential Urban Village,Greater Duwamish,1,-122.3183957,47.52612884,5.30E+14,Townhouse
